IUCN,IUCN Category,SPEC,Species,COU,Country,Value
VULNERABLE,Number of vulnerable species,MOSS,Mosses,MEX,Mexico,2.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,MEX,Mexico,26.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,MEX,Mexico,4.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,MEX,Mexico,156.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,MEX,Mexico,51.0
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,MEX,Mexico,0.18
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,MEX,Mexico,30.891
TOT_KNOWN,Total number of known species,MOSS,Mosses,NLD,Netherlands,517.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,NLD,Netherlands,683.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,NLD,Netherlands,507.0
ENDANGERED,Number of endangered species,MOSS,Mosses,NLD,Netherlands,27.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,NLD,Netherlands,42.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,NLD,Netherlands,61.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,NLD,Netherlands,52.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,NLD,Netherlands,49.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,NLD,Netherlands,50.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,NLD,Netherlands,43.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,NLD,Netherlands,65.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,NLD,Netherlands,51.0
THREATENED,Total number of threatened species,MOSS,Mosses,NLD,Netherlands,122.0
THREATENED,Total number of threatened species,LICHEN,Lichens,NLD,Netherlands,156.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,NLD,Netherlands,162.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,NLD,Netherlands,23.598
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,NLD,Netherlands,22.84
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,NLD,Netherlands,31.953
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,NZL,New Zealand,5747.0
ENDANGERED,Number of endangered species,MOSS,Mosses,NZL,New Zealand,4.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,NZL,New Zealand,2.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,NZL,New Zealand,62.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,NZL,New Zealand,14.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,NZL,New Zealand,6.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,NZL,New Zealand,133.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,NZL,New Zealand,2.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,NZL,New Zealand,8.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,NZL,New Zealand,71.0
THREATENED,Total number of threatened species,MOSS,Mosses,NZL,New Zealand,20.0
THREATENED,Total number of threatened species,LICHEN,Lichens,NZL,New Zealand,16.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,NZL,New Zealand,266.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,NZL,New Zealand,4.629
TOT_KNOWN,Total number of known species,MOSS,Mosses,NOR,Norway,1099.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,NOR,Norway,1402.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,NOR,Norway,15266.0
ENDANGERED,Number of endangered species,MOSS,Mosses,NOR,Norway,75.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,NOR,Norway,97.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,NOR,Norway,468.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,NOR,Norway,44.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,NOR,Norway,49.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,NOR,Norway,103.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,NOR,Norway,1.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,NOR,Norway,124.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,NOR,Norway,123.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,NOR,Norway,785.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,NOR,Norway,1.0
THREATENED,Total number of threatened species,MOSS,Mosses,NOR,Norway,243.0
THREATENED,Total number of threatened species,LICHEN,Lichens,NOR,Norway,269.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,NOR,Norway,1356.0
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,NOR,Norway,3.125
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,NOR,Norway,22.111
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,NOR,Norway,19.187
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,NOR,Norway,8.882
TOT_KNOWN,Total number of known species,MOSS,Mosses,POL,Poland,705.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,POL,Poland,1650.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,POL,Poland,33872.0
ENDANGERED,Number of endangered species,MOSS,Mosses,POL,Poland,52.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,POL,Poland,201.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,POL,Poland,358.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,POL,Poland,179.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,POL,Poland,152.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,POL,Poland,31.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,POL,Poland,165.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,POL,Poland,571.0
THREATENED,Total number of threatened species,MOSS,Mosses,POL,Poland,83.0
THREATENED,Total number of threatened species,LICHEN,Lichens,POL,Poland,545.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,POL,Poland,1081.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,POL,Poland,11.773
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,POL,Poland,33.03
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,POL,Poland,3.191
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SVK,Slovak Republic,79.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,SVK,Slovak Republic,699.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,SVK,Slovak Republic,1508.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,SVK,Slovak Republic,24818.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,SVK,Slovak Republic,6.0
ENDANGERED,Number of endangered species,MOSS,Mosses,SVK,Slovak Republic,75.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,SVK,Slovak Republic,48.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,SVK,Slovak Republic,401.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,SVK,Slovak Republic,47.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,SVK,Slovak Republic,140.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,SVK,Slovak Republic,199.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SVK,Slovak Republic,6.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,SVK,Slovak Republic,190.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,SVK,Slovak Republic,169.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,SVK,Slovak Republic,1036.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,SVK,Slovak Republic,12.0
THREATENED,Total number of threatened species,MOSS,Mosses,SVK,Slovak Republic,312.0
THREATENED,Total number of threatened species,LICHEN,Lichens,SVK,Slovak Republic,357.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,SVK,Slovak Republic,1621.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,SVK,Slovak Republic,15.19
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,SVK,Slovak Republic,44.635
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,SVK,Slovak Republic,23.674
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,SVK,Slovak Republic,6.532
TOT_KNOWN,Total number of known species,MOSS,Mosses,CHE,Switzerland,1153.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,CHE,Switzerland,786.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CHE,Switzerland,3118.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CHE,Switzerland,8.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CHE,Switzerland,8.0
ENDANGERED,Number of endangered species,MOSS,Mosses,CHE,Switzerland,102.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,CHE,Switzerland,96.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,CHE,Switzerland,358.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CHE,Switzerland,15.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CHE,Switzerland,15.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,CHE,Switzerland,121.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,CHE,Switzerland,45.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,CHE,Switzerland,230.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CHE,Switzerland,11.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CHE,Switzerland,11.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,CHE,Switzerland,164.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CHE,Switzerland,116.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,CHE,Switzerland,487.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,CHE,Switzerland,34.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CHE,Switzerland,34.0
THREATENED,Total number of threatened species,MOSS,Mosses,CHE,Switzerland,387.0
THREATENED,Total number of threatened species,LICHEN,Lichens,CHE,Switzerland,257.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,CHE,Switzerland,1075.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,CHE,Switzerland,34.021
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,CHE,Switzerland,37.073
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,CHE,Switzerland,68.421
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,CHE,Switzerland,73.684
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,27.216
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,CHE,Switzerland,37.778
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,37.778
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,CHE,Switzerland,33.565
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,CHE,Switzerland,32.697
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,CHE,Switzerland,34.477
TOT_KNOWN,Total number of known species,LICHEN,Lichens,GBR,United Kingdom,2875.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,GBR,United Kingdom,36242.0
ENDANGERED,Number of endangered species,MOSS,Mosses,GBR,United Kingdom,30.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,GBR,United Kingdom,34.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,GBR,United Kingdom,138.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,2.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,GBR,United Kingdom,26.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,GBR,United Kingdom,45.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,GBR,United Kingdom,102.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,GBR,United Kingdom,52.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,GBR,United Kingdom,111.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,GBR,United Kingdom,272.0
THREATENED,Total number of threatened species,REPTILE,Reptiles,GBR,United Kingdom,2.0
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,GBR,United Kingdom,2.0
THREATENED,Total number of threatened species,LICHEN,Lichens,GBR,United Kingdom,190.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,GBR,United Kingdom,512.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,GBR,United Kingdom,10.28
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,GBR,United Kingdom,17.119
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,GBR,United Kingdom,13.333
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,GBR,United Kingdom,13.333
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,GBR,United Kingdom,6.609
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,GBR,United Kingdom,1.413
TOT_KNOWN,Total number of known species,MOSS,Mosses,CHL,Chile,923.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,CHL,Chile,1383.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CHL,Chile,12220.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,CHL,Chile,63.0
CRITICAL,Number of critically endangered species,BIRD,Birds,CHL,Chile,2.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,CHL,Chile,9.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,CHL,Chile,33.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,CHL,Chile,23.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,CHL,Chile,119.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,CHL,Chile,0.974
TOT_KNOWN,Total number of known species,MAMMAL,Mammals,COL,Colombia,543.0
TOT_KNOWN,Total number of known species,BIRD,Birds,COL,Colombia,1954.0
TOT_KNOWN,Total number of known species,REPTILE,Reptiles,COL,Colombia,638.0
TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,COL,Colombia,871.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,COL,Colombia,38140.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,COL,Colombia,4216.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,COL,Colombia,2600.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,COL,Colombia,1603.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,COL,Colombia,1640.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,COL,Colombia,1761.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,COL,Colombia,22745.0
ENDANGERED,Number of endangered species,MAMMAL,Mammals,COL,Colombia,9.0
ENDANGERED,Number of endangered species,BIRD,Birds,COL,Colombia,49.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,COL,Colombia,16.0
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,COL,Colombia,123.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,COL,Colombia,241.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,COL,Colombia,10.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,COL,Colombia,2.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,COL,Colombia,3.0
ENDANGERED,Number of endangered species,MOSS,Mosses,COL,Colombia,4.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,COL,Colombia,44.0
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,COL,Colombia,4.0
CRITICAL,Number of critically endangered species,BIRD,Birds,COL,Colombia,15.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,COL,Colombia,11.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,COL,Colombia,75.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,COL,Colombia,105.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,COL,Colombia,7.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,COL,Colombia,1.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,COL,Colombia,2.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,COL,Colombia,6.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,COL,Colombia,6.0
VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,COL,Colombia,24.0
VULNERABLE,Number of vulnerable species,BIRD,Birds,COL,Colombia,61.0
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,COL,Colombia,17.0
VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,COL,Colombia,101.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,COL,Colombia,319.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,COL,Colombia,92.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,COL,Colombia,9.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,COL,Colombia,46.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,COL,Colombia,32.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,COL,Colombia,48.0
THREATENED,Total number of threatened species,MAMMAL,Mammals,COL,Colombia,37.0
THREATENED,Total number of threatened species,BIRD,Birds,COL,Colombia,125.0
THREATENED,Total number of threatened species,REPTILE,Reptiles,COL,Colombia,44.0
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,COL,Colombia,299.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,COL,Colombia,665.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,COL,Colombia,109.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,COL,Colombia,12.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,COL,Colombia,51.0
THREATENED,Total number of threatened species,MOSS,Mosses,COL,Colombia,42.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,COL,Colombia,98.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,COL,Colombia,6.814
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,COL,Colombia,6.397
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,COL,Colombia,6.897
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,COL,Colombia,34.328
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,COL,Colombia,1.744
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,COL,Colombia,2.585
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,COL,Colombia,0.462
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,COL,Colombia,3.182
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,COL,Colombia,2.561
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,COL,Colombia,0.431
TOT_KNOWN,Total number of known species,MOSS,Mosses,EST,Estonia,598.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,EST,Estonia,556.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,EST,Estonia,10371.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,EST,Estonia,1.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,EST,Estonia,1.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,EST,Estonia,1.0
ENDANGERED,Number of endangered species,MOSS,Mosses,EST,Estonia,24.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,EST,Estonia,74.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,EST,Estonia,43.0
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,EST,Estonia,2.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,EST,Estonia,19.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,EST,Estonia,64.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,EST,Estonia,40.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,EST,Estonia,1.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,EST,Estonia,116.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,EST,Estonia,43.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,EST,Estonia,54.0
THREATENED,Total number of threatened species,MOSS,Mosses,EST,Estonia,159.0
THREATENED,Total number of threatened species,LICHEN,Lichens,EST,Estonia,181.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,EST,Estonia,137.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,EST,Estonia,26.589
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,EST,Estonia,32.554
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,EST,Estonia,1.321
TOT_KNOWN,Total number of known species,MAMMAL,Mammals,LVA,Latvia,62.0
TOT_KNOWN,Total number of known species,BIRD,Birds,LVA,Latvia,233.0
TOT_KNOWN,Total number of known species,REPTILE,Reptiles,LVA,Latvia,7.0
TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,LVA,Latvia,13.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,LVA,Latvia,1937.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,LVA,Latvia,87.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,LVA,Latvia,42.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,LVA,Latvia,45.0
ENDANGERED,Number of endangered species,MAMMAL,Mammals,LVA,Latvia,3.0
ENDANGERED,Number of endangered species,BIRD,Birds,LVA,Latvia,19.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,LVA,Latvia,1.0
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,LVA,Latvia,1.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,LVA,Latvia,110.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,LVA,Latvia,0.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,LVA,Latvia,0.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,LVA,Latvia,0.0
ENDANGERED,Number of endangered species,MOSS,Mosses,LVA,Latvia,41.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,LVA,Latvia,18.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,LVA,Latvia,38.0
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,LVA,Latvia,0.0
CRITICAL,Number of critically endangered species,BIRD,Birds,LVA,Latvia,4.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,LVA,Latvia,1.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,LVA,Latvia,1.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,LVA,Latvia,16.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,LVA,Latvia,1.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,LVA,Latvia,1.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,LVA,Latvia,3.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,LVA,Latvia,2.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,LVA,Latvia,7.0
VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,LVA,Latvia,2.0
VULNERABLE,Number of vulnerable species,BIRD,Birds,LVA,Latvia,16.0
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,LVA,Latvia,0.0
VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,LVA,Latvia,2.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,LVA,Latvia,83.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,LVA,Latvia,1.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,LVA,Latvia,1.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,LVA,Latvia,17.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,LVA,Latvia,4.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,LVA,Latvia,34.0
THREATENED,Total number of threatened species,MAMMAL,Mammals,LVA,Latvia,5.0
THREATENED,Total number of threatened species,BIRD,Birds,LVA,Latvia,39.0
THREATENED,Total number of threatened species,REPTILE,Reptiles,LVA,Latvia,2.0
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,LVA,Latvia,4.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,LVA,Latvia,209.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,LVA,Latvia,2.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,LVA,Latvia,1.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,LVA,Latvia,1.0
THREATENED,Total number of threatened species,MOSS,Mosses,LVA,Latvia,61.0
THREATENED,Total number of threatened species,LICHEN,Lichens,LVA,Latvia,24.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,LVA,Latvia,79.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,LVA,Latvia,8.065
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,LVA,Latvia,16.738
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,LVA,Latvia,28.571
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,LVA,Latvia,30.769
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,LVA,Latvia,10.79
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,LVA,Latvia,2.299
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,LVA,Latvia,2.381
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,LVA,Latvia,2.222
ENDANGERED,Number of endangered species,MAMMAL,Mammals,BRA,Brazil,43.0
ENDANGERED,Number of endangered species,BIRD,Birds,BRA,Brazil,71.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,BRA,Brazil,50.0
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,BRA,Brazil,12.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,BRA,Brazil,126.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,BRA,Brazil,14.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,BRA,Brazil,112.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,BRA,Brazil,104.0
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,BRA,Brazil,12.0
CRITICAL,Number of critically endangered species,BIRD,Birds,BRA,Brazil,42.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,BRA,Brazil,10.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,BRA,Brazil,18.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,BRA,Brazil,135.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,BRA,Brazil,34.0
